sampling_rate,starttime,npts,network,station,location,channel,mseed,_format,dep,olon,olat,otime,slat,slon,selv,azimuth,back_azimuth,repi,rhyp,p_time,s_time,delta,endtime,wstart_requested,wend_requested,wstart,wend,id,resolution_floor,estimator,pass_snr,lower-f-bound,upper-f-bound,llpsp,llpsp-stderr,fc,fc-stderr,ts,ts-stderr,aic,bic,chisqr,redchi,pass_fitting
200.0,2019-08-26T07:30:50.205000Z,677,UR,AQ06,00,HHE,"AttribDict({'dataquality': 'D', 'number_of_records': 8, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 4096})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.82460164857022,-2.909628048424276,28.0,39.88690834021035,219.9332077757612,5.891405977354916,6.2639483067800965,2019-08-26T07:30:48.921950Z,2019-08-26T07:30:50.092790Z,0.005,2019-08-26T07:30:53.585000Z,2019-08-26T07:30:50.203622Z,2019-08-26T07:30:53.583622Z,2019-08-26T07:30:50.205000Z,2019-08-26T07:30:53.585000Z,UR.AQ06.00.HHE,0.2954209748892171,multitaper,True,0.89317282283277,46.8380554298236,-4.831762412431266,,6.270758911505743,,0.04601979323487204,,-466.465396658338,-457.33512130758027,7.354124170628585,0.04838239585939858,True
100.0,2019-08-26T07:30:54.540000Z,253,UR,AQ07,00,HHE,"AttribDict({'dataquality': 'D', 'number_of_records': 4, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 2048})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.841600279093726,-2.664097548329021,90.0,72.0645579577792,252.309028404682,20.95674687647585,21.07086471041662,2019-08-26T07:30:51.609210Z,2019-08-26T07:30:55.188500Z,0.01,2019-08-26T07:30:57.060000Z,2019-08-26T07:30:54.542642Z,2019-08-26T07:30:57.062642Z,2019-08-26T07:30:54.540000Z,2019-08-26T07:30:57.060000Z,UR.AQ07.00.HHE,0.39525691699604737,multitaper,True,0.8849557522123893,43.07635105088069,-5.588681735184521,,3.1866603384575063,,0.03676064649621713,,-306.6807246427416,-298.6904073604054,5.549017788798005,0.053873959114543735,True
100.0,2019-08-26T07:30:52.080000Z,298,UR,AQ09,00,HHE,"AttribDict({'dataquality': 'D', 'number_of_records': 4, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 2048})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.88450862782858,-2.9033249462003763,7.0,20.517139909745957,200.56854564677778,11.946476604020289,12.130859501717268,2019-08-26T07:30:50.106250Z,2019-08-26T07:30:52.076530Z,0.01,2019-08-26T07:30:55.050000Z,2019-08-26T07:30:52.082474Z,2019-08-26T07:30:55.052474Z,2019-08-26T07:30:52.080000Z,2019-08-26T07:30:55.050000Z,UR.AQ09.00.HHE,0.33557046979865773,multitaper,True,0.664945206005862,47.55959434090303,-5.46211751845634,,6.567838844945478,,0.034638308840888365,,-463.807642105383,-454.98271483755514,4.883555547797043,0.03564639085983243,True
100.0,2019-08-26T07:30:53.790000Z,249,UR,AQ10,00,HHE,"AttribDict({'dataquality': 'D', 'number_of_records': 4, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 2048})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.91461111593276,-2.8256143062001318,22.0,32.565128268699034,212.67929282272593,17.260203387335157,17.39015540391103,2019-08-26T07:30:51.019630Z,2019-08-26T07:30:53.981570Z,0.01,2019-08-26T07:30:56.270000Z,2019-08-26T07:30:53.789182Z,2019-08-26T07:30:56.269182Z,2019-08-26T07:30:53.790000Z,2019-08-26T07:30:56.270000Z,UR.AQ10.00.HHE,0.4016064257028112,multitaper,True,0.8014155430688078,40.4117258750204,-5.435576407336088,,4.840738438881631,,0.054761579040983666,,-308.52531080163067,-300.7399512512269,4.129252957720543,0.04301305164292232,True
100.0,2019-08-26T07:30:49.620000Z,181,LV,L001,,HHN,"AttribDict({'dataquality': 'D', 'number_of_records': 6, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 3072})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.82040142078019,-2.9292795997382197,23.0,31.510243123034265,211.54068284658914,4.7530364975828,5.205620515111927,2019-08-26T07:30:48.729390Z,2019-08-26T07:30:49.784790Z,0.01,2019-08-26T07:30:51.420000Z,2019-08-26T07:30:49.623710Z,2019-08-26T07:30:51.423710Z,2019-08-26T07:30:49.620000Z,2019-08-26T07:30:51.420000Z,LV.L001..HHN,0.5524861878453039,multitaper,True,1.1181139989636801,47.535876864282514,-4.530743724305916,,2.9834305781570434,,0.010977048239540155,,-86.66861080250976,-79.37616040597982,27.87190106918875,0.3440975440640586,True
100.0,2019-08-26T07:30:51.530000Z,316,LV,L002,,HHN,"AttribDict({'dataquality': 'D', 'number_of_records': 6, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 3072})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.8348038686189,-2.837621899060794,17.0,56.385015645756916,236.4894312015647,10.227978279888,10.444770399288856,2019-08-26T07:30:49.758130Z,2019-08-26T07:30:51.613070Z,0.01,2019-08-26T07:30:54.680000Z,2019-08-26T07:30:51.532082Z,2019-08-26T07:30:54.682082Z,2019-08-26T07:30:51.530000Z,2019-08-26T07:30:54.680000Z,LV.L002..HHN,0.3164556962025316,multitaper,True,0.6578947368421053,37.53007532565119,-5.212477131418139,,6.105002587160861,,0.04312513339668267,,-387.91320088165054,-379.6524303083314,3.887579530218327,0.03440335867449847,True
100.0,2019-08-26T07:30:52.500000Z,271,LV,L006,,HHN,"AttribDict({'dataquality': 'D', 'number_of_records': 6, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 3072})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.691222529762875,-2.8803696714002265,7.0,150.99631270729512,331.0661642181628,11.802868573926647,11.989460186905216,2019-08-26T07:30:50.118250Z,2019-08-26T07:30:52.749640Z,0.01,2019-08-26T07:30:55.200000Z,2019-08-26T07:30:52.503362Z,2019-08-26T07:30:55.203362Z,2019-08-26T07:30:52.500000Z,2019-08-26T07:30:55.200000Z,LV.L006..HHN,0.36900369003690037,multitaper,True,0.7453813965053203,10.538014316805395,-5.0001234175223725,,8.608878751312853,,0.07797079600810819,,-71.37442512998672,-67.60013551592228,1.3259870293719733,0.057651609972694494,True
100.0,2019-08-26T07:30:53.910000Z,228,LV,L007,,HHN,"AttribDict({'dataquality': 'D', 'number_of_records': 6, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 3072})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.74107330673488,-2.727394193116982,28.0,106.72652108197678,286.9197810003819,16.50811822629714,16.644709410903026,2019-08-26T07:30:51.091660Z,2019-08-26T07:30:53.963650Z,0.01,2019-08-26T07:30:56.180000Z,2019-08-26T07:30:53.909252Z,2019-08-26T07:30:56.179252Z,2019-08-26T07:30:53.910000Z,2019-08-26T07:30:56.180000Z,LV.L007..HHN,0.43859649122807015,multitaper,True,0.8647452431401212,20.330969206916524,-5.21410575187049,,4.686726993338578,,0.06445237448681129,,-157.9662144004565,-152.54622693114553,1.1770000095910225,0.0280238097521672,True
100.0,2019-08-26T07:30:55.230000Z,218,LV,L008,,HHN,"AttribDict({'dataquality': 'D', 'number_of_records': 6, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 3072})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.60229425885455,-3.0432888011210237,17.0,194.0229478814105,13.96146990064948,20.84212816515249,20.94936742368711,2019-08-26T07:30:51.848220Z,2019-08-26T07:30:55.724340Z,0.01,2019-08-26T07:30:57.400000Z,2019-08-26T07:30:55.229116Z,2019-08-26T07:30:57.399116Z,2019-08-26T07:30:55.230000Z,2019-08-26T07:30:57.400000Z,LV.L008..HHN,0.4587155963302752,multitaper,True,3.239449498380968,21.156402119067277,-5.477366348657009,,23.157473772802653,,0.08367575792036686,,-131.05303339268855,-126.06234845429961,1.1611156413723378,0.032253212260342716,True
100.0,2019-08-26T07:30:50.310000Z,332,LV,L009,,HHN,"AttribDict({'dataquality': 'D', 'number_of_records': 6, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 3072})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.776126658725424,-3.036969393335407,10.0,259.27092043510686,79.21447229168045,4.694954466963598,5.1473000152372546,2019-08-26T07:30:48.709670Z,2019-08-26T07:30:50.609210Z,0.01,2019-08-26T07:30:53.620000Z,2019-08-26T07:30:50.309302Z,2019-08-26T07:30:53.619302Z,2019-08-26T07:30:50.310000Z,2019-08-26T07:30:53.620000Z,LV.L009..HHN,0.3012048192771084,multitaper,True,0.6756756756756757,44.37797511381281,-5.0130239552269815,,3.7070593980685356,,0.026532837100743167,,-489.6213121565251,-480.6911109292634,4.7524283906657345,0.033467805568068554,True
100.0,2019-08-26T07:30:55.390000Z,209,UR,AQ01,00,HHN,"AttribDict({'dataquality': 'D', 'number_of_records': 4, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 2048})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.606574367755925,-2.793122391617827,24.0,149.7471821112543,329.8873067319742,22.84443976210678,22.94296850986213,2019-08-26T07:30:52.229430Z,2019-08-26T07:30:55.987870Z,0.01,2019-08-26T07:30:57.470000Z,2019-08-26T07:30:55.386182Z,2019-08-26T07:30:57.466182Z,2019-08-26T07:30:55.390000Z,2019-08-26T07:30:57.470000Z,UR.AQ01.00.HHN,0.47846889952153115,multitaper,True,0.9603039489851779,21.90506249615995,-5.4356990864438295,,19.01666736841508,,0.1027685384405963,,-136.54240284391227,-131.25880249683158,1.5624584568709123,0.03906146142177281,True
200.0,2019-08-26T07:30:50.265000Z,667,UR,AQ03,00,HHN,"AttribDict({'dataquality': 'D', 'number_of_records': 10, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 5120})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.75959367161754,-2.8866277812041634,23.0,117.10764264712834,297.17247646953325,5.954925973541665,6.3220465318092325,2019-08-26T07:30:49.039290Z,2019-08-26T07:30:50.246440Z,0.005,2019-08-26T07:30:53.595000Z,2019-08-26T07:30:50.265010Z,2019-08-26T07:30:53.595010Z,2019-08-26T07:30:50.265000Z,2019-08-26T07:30:53.595000Z,UR.AQ03.00.HHN,0.29985007496251875,multitaper,True,0.9040002823361107,66.49320994206263,-4.566347159040331,,2.9657272786415856,,0.024704476732351877,,-446.13050755637687,-435.9770223680096,27.39887375893538,0.12743662213458318,True
200.0,2019-08-26T07:30:48.675000Z,621,UR,AQ04,00,HHN,"AttribDict({'dataquality': 'D', 'number_of_records': 9, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 4608})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.77599670909336,-2.9678370021713434,15.0,183.54480936265966,3.54413410773477,0.8924806836847975,2.2955929017904033,2019-08-26T07:30:48.111050Z,2019-08-26T07:30:48.675880Z,0.005,2019-08-26T07:30:51.775000Z,2019-08-26T07:30:48.672914Z,2019-08-26T07:30:51.772914Z,2019-08-26T07:30:48.675000Z,2019-08-26T07:30:51.775000Z,UR.AQ04.00.HHN,0.322061191626409,multitaper,True,0.6534409353452816,84.05416505930008,-4.646301578800612,,5.437272834304328,,0.02080647099560018,,-552.045760210545,-541.3868814557802,29.665700766162963,0.11633608143593319,True
200.0,2019-08-26T07:30:49.280000Z,479,UR,AQ05,00,HHN,"AttribDict({'dataquality': 'D', 'number_of_records': 10, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 5120})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.81380115015182,-2.9666353952069833,11.0,0.41483865483076593,180.4151328723062,3.3169923130211862,3.931762836774573,2019-08-26T07:30:48.479510Z,2019-08-26T07:30:49.310430Z,0.005,2019-08-26T07:30:51.670000Z,2019-08-26T07:30:49.279246Z,2019-08-26T07:30:51.669246Z,2019-08-26T07:30:49.280000Z,2019-08-26T07:30:51.670000Z,UR.AQ05.00.HHN,0.4175365344467641,multitaper,True,0.8204086361167056,78.70973933893117,-4.889862387455721,,52.96936061963135,,0.042956928715330855,,-289.16821501390086,-279.4748891633371,38.57749071866394,0.2096602756449127,True
200.0,2019-08-26T07:30:50.095000Z,737,UR,AQ06,00,HHN,"AttribDict({'dataquality': 'D', 'number_of_records': 8, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 4096})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.82460164857022,-2.909628048424276,28.0,39.88690834021035,219.9332077757612,5.891405977354916,6.2639483067800965,2019-08-26T07:30:48.921950Z,2019-08-26T07:30:50.092790Z,0.005,2019-08-26T07:30:53.775000Z,2019-08-26T07:30:50.093622Z,2019-08-26T07:30:53.773622Z,2019-08-26T07:30:50.095000Z,2019-08-26T07:30:53.775000Z,UR.AQ06.00.HHN,0.27137042062415195,multitaper,True,0.8016188872608188,46.32869958783309,-4.958780319237515,,8.44251778025628,,0.047484474727978565,,-520.8533734695108,-511.481481531301,7.30042083020239,0.04424497472849934,True
100.0,2019-08-26T07:30:54.750000Z,236,UR,AQ07,00,HHN,"AttribDict({'dataquality': 'D', 'number_of_records': 4, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 2048})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.841600279093726,-2.664097548329021,90.0,72.0645579577792,252.309028404682,20.95674687647585,21.07086471041662,2019-08-26T07:30:51.609210Z,2019-08-26T07:30:55.188500Z,0.01,2019-08-26T07:30:57.100000Z,2019-08-26T07:30:54.752642Z,2019-08-26T07:30:57.102642Z,2019-08-26T07:30:54.750000Z,2019-08-26T07:30:57.100000Z,UR.AQ07.00.HHN,0.42372881355932207,multitaper,True,0.8849557522123893,40.66197328450288,-5.480781643368382,,2.9926934808493826,,0.04035147403067518,,-236.0792753105155,-228.48147683105572,6.886731111029575,0.07651923456699528,True
100.0,2019-08-26T07:30:52.110000Z,297,UR,AQ09,00,HHN,"AttribDict({'dataquality': 'D', 'number_of_records': 4, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 2048})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.88450862782858,-2.9033249462003763,7.0,20.517139909745957,200.56854564677778,11.946476604020289,12.130859501717268,2019-08-26T07:30:50.106250Z,2019-08-26T07:30:52.076530Z,0.01,2019-08-26T07:30:55.070000Z,2019-08-26T07:30:52.112474Z,2019-08-26T07:30:55.072474Z,2019-08-26T07:30:52.110000Z,2019-08-26T07:30:55.070000Z,UR.AQ09.00.HHN,0.33670033670033667,multitaper,True,0.6665703398762428,47.40265302905726,-5.054794015167656,,4.048739394049329,,0.03414294520504457,,-425.51093243165,-416.70751063225794,6.234377507780964,0.045841011086624736,True
100.0,2019-08-26T07:30:54.000000Z,218,UR,AQ10,00,HHN,"AttribDict({'dataquality': 'D', 'number_of_records': 4, 'encoding': 'STEIM1', 'byteorder': '>', 'record_length': 512, 'filesize': 2048})",MSEED,2.1,-2.967,53.784,2019-08-26T07:49:24.200000Z,53.91461111593276,-2.8256143062001318,22.0,32.565128268699034,212.67929282272593,17.260203387335157,17.39015540391103,2019-08-26T07:30:51.019630Z,2019-08-26T07:30:53.981570Z,0.01,2019-08-26T07:30:56.170000Z,2019-08-26T07:30:53.999182Z,2019-08-26T07:30:56.169182Z,2019-08-26T07:30:54.000000Z,2019-08-26T07:30:56.170000Z,UR.AQ10.00.HHN,0.4587155963302752,multitaper,True,0.9271659654213654,29.84372913033072,-5.330392182056365,,21.25594588259503,,0.09288241357873805,,-227.1785540488713,-220.74914986969668,1.555641244834516,0.02592735408057527,True
